,,,"    广丰县"
,,,"    玉山县"
,,,"    铅山县"
,,,"    横峰县"
,,,"    弋阳县"
,,,"    余干县"
,,,"    波阳县"
,,,"    万年县"
,,,"    婺源县"
,13,"吉安市","    吉安市"
,,,"    井冈山市"
,,,"    吉安县"
,,,"    吉水县"
,,,"    峡江县"
,,,"    新干县"
,,,"    永丰县"
,,,"    泰和县"
,,,"    遂川县"
,,,"    万安县"
,,,"    安福县"
,,,"    永新县"
,,,"    宁冈县"
,12,"抚州市","    临川市"
,,,"    南城县"
,,,"    黎川县"
,,,"    南丰县"
,,,"    崇仁县"
,,,"    乐安县"
,,,"    宜黄县"
,,,"    金溪县"
,,,"    资溪县"
,,,"    东乡县"
,,,"    广昌县"
"山东省",10,"济南市","      历下区"
,,,"      市中区"
,,,"      槐荫区"
,,,"      天桥区"
,,,"      历城区"
,,,"    长清县"
,,,"    平阴县"
,,,"    济阳县"
,,,"    商河县"
,,,"    章丘市"
,12,"青岛市","      市南区"
,,,"      市北区"
,,,"      四方区"
,,,"      黄岛区"
,,,"      崂山区"
,,,"      李沧区"
,,,"      城阳区"
,,,"    胶州市"
,,,"    即墨市"
,,,"    平度市"
,,,"    胶南市"
,,,"    莱西市"
,8,"淄博市","      淄川区"
,,,"      张店区"
,,,"      博山区"
,,,"      临淄区"
,,,"      周村区"
,,,"    桓台县"
,,,"    高青县"
,,,"    沂源县"
,6,"枣庄市","      市中区"
,,,"      薛城区"
,,,"      峄城区"
,,,"      台儿庄区"
,,,"      山亭区"
,,,"    滕州市"
,5,"东营市","      东营区"
,,,"      河口区"
,,,"    垦利县"
,,,"    利津县"
,,,"    广饶县"
,12,"烟台市","      芝罘区"
,,,"      福山区"
,,,"      牟平区"
,,,"      莱山区"
,,,"    长岛县"
,,,"    龙口市"
,,,"    莱阳市"
,,,"    莱州市"
,,,"    蓬莱市"
,,,"    招远市"
,,,"    栖霞市"
,,,"    海阳市"
,12,"潍坊市","      潍城区"
,,,"      寒亭区"
,,,"      坊子区"
,,,"      奎文区"
,,,"    临朐县"
,,,"    昌乐县"
,,,"    青州市"
,,,"    诸城市"
,,,"    寿光市"
,,,"    安丘市"
,,,"    高密市"
,,,"    昌邑市"
,12,"济宁市","      市中区"
,,,"      任城区"
,,,"    微山县"
,,,"    鱼台县"
,,,"    金乡县"
,,,"    嘉祥县"
,,,"    汶上县"
,,,"    泗水县"
,,,"    梁山县"
,,,"    曲阜市"
,,,"    兖州市"
,,,"    邹城市"
,6,"泰安市","      泰山区"
,,,"      郊  区"
,,,"    宁阳县"
,,,"    东平县"
,,,"    新泰市"
,,,"    肥城市"
,4,"威海市","      环翠区"
,,,"    文登市"
,,,"    荣成市"
,,,"    乳山市"
,4,"日照市","      东港区"
,,,"      岚山区"
,,,"    五莲县"
,,,"    莒  县"
,2,"莱芜市","      莱城区"
,,,"      钢城区"
,12,"临沂市","      兰山区"
,,,"      罗庄区"
,,,"      河东区"
,,,"    沂南县"
,,,"    郯城县"
,,,"    沂水县"
,,,"    苍山县"
,,,"    费  县"
,,,"    平邑县"
,,,"    莒南县"
,,,"    蒙阴县"
,,,"    临沭县"
,11,"德州市","      德城区"
,,,"    陵  县"
,,,"    宁津县"
,,,"    庆云县"
,,,"    临邑县"
,,,"    齐河县"
,,,"    平原县"
,,,"    夏津县"
,,,"    武城县"
,,,"    乐陵市"
,,,"    禹城市"
,8,"聊城市","      东昌府区"
,,,"    阳谷县"
,,,"    莘  县"
,,,"    茌平县"
,,,"    东阿县"
,,,"    冠  县"
,,,"    高唐县"
,,,"    临清市"
,7,"滨州地区","    滨州市"
,,,"    惠民县"
,,,"    阳信县"
,,,"    无棣县"
,,,"    沾化县"
,,,"    博兴县"
,,,"    邹平县"
,9,"菏泽地区","    菏泽市"
,,,"    曹  县"
,,,"    定陶县"
,,,"    成武县"
,,,"    单  县"
,,,"    巨野县"
,,,"    郓城县"
,,,"    鄄城县"
,,,"    东明县"
"河南省",12,"郑州市","      中原区"
,,,"      二七区"
,,,"      管城回族区"
,,,"      金水区"
,,,"      上街区"
,,,"      邙山区"
,,,"    中牟县"
,,,"    巩义市"
,,,"    荥阳市"
,,,"    新密市"
,,,"    新郑市"
,,,"    登封市"
,10,"开封市","      龙亭区"
,,,"      顺河回族区"
,,,"      鼓楼区"
,,,"      南关区"
,,,"      郊  区"
,,,"    杞  县"
,,,"    通许县"
,,,"    尉氏县"
,,,"    开封县"
,,,"    兰考县"
,15,"洛阳市","      老城区"
,,,"      西工区"
,,,"      廛河回族区"
,,,"      涧西区"
,,,"      吉利区"
,,,"      郊  区"
,,,"    孟津县"
,,,"    新安县"
,,,"    栾川县"
,,,"    嵩  县"
,,,"    汝阳县"
,,,"    宜阳县"
,,,"    洛宁县"
,,,"    伊川县"
,,,"    偃师市"
,10,"平顶山市","      新华区"
,,,"      卫东区"
,,,"      石龙区"
,,,"      湛河区"
,,,"    宝丰县"
,,,"    叶  县"
,,,"    鲁山县"
,,,"    郏  县"
,,,"    舞钢市"
,,,"    汝州市"
,9,"安阳市","      文峰区"
,,,"      北关区"
,,,"      铁西区"
,,,"      郊  区"
,,,"    安阳县"
,,,"    汤阴县"
,,,"    滑  县"
,,,"    内黄县"
,,,"    林州市"
,5,"鹤壁市","      鹤山区"
,,,"      山城区"
,,,"      郊  区"
,,,"    浚  县"
,,,"    淇  县"
,12,"新乡市","      红旗区"
,,,"      新华区"
,,,"      北站区"
,,,"      郊  区"
,,,"    新乡县"
,,,"    获嘉县"
,,,"    原阳县"
,,,"    延津县"
,,,"    封丘县"
,,,"    长垣县"
,,,"    卫辉市"
,,,"    辉县市"
,10,"焦作市","      解放区"
,,,"      中站区"
,,,"      马村区"
,,,"      山阳区"
,,,"    修武县"
,,,"    博爱县"
,,,"    武陟县"
,,,"    温  县"
,,,"    沁阳市"
,,,"    孟州市"
,6,"濮阳市","      华龙区"
,,,"    清丰县"
,,,"    南乐县"
,,,"    范  县"
,,,"    台前县"
,,,"    濮阳县"
,6,"许昌市","      魏都区"
,,,"    许昌县"
,,,"    鄢陵县"
,,,"    襄城县"
,,,"    禹州市"
,,,"    长葛市"
,5,"漯河市","      源汇区"
,,,"      郾城区"
,,,"      召陵区"
,,,"    舞阳县"
,,,"    临颍县"
,6,"三门峡市","      湖滨区"
,,,"    渑池县"
,,,"    陕  县"
,,,"    卢氏县"
,,,"    义马市"
,,,"    灵宝市"
,13,"南阳市","      宛城区"
,,,"      卧龙区"
,,,"    南召县"
,,,"    方城县"
,,,"    西峡县"
,,,"    镇平县"
,,,"    内乡县"
,,,"    淅川县"
,,,"    社旗县"
,,,"    唐河县"
,,,"    新野县"
,,,"    桐柏县"
,,,"    邓州市"
,9,"商丘市","      梁园区"
,,,"      睢阳区"
,,,"    民权县"
,,,"    睢  县"
,,,"    宁陵县"
,,,"    柘城县"
,,,"    虞城县"
,,,"    夏邑县"
,,,"    永城市"
,10,"信阳市","    浉河区"
,,,"    平桥区"
,,,"    罗山县"
,,,"    光山县"
,,,"    新  县"
,,,"    商城县"
,,,"    固始县"
,,,"    潢川县"
,,,"    淮滨县"
,,,"    息  县"
,10,"周口市","    周口市"
,,,"    项城市"
,,,"    扶沟县"
,,,"    西华县"
,,,"    商水县"
,,,"    太康县"
,,,"    鹿邑县"
,,,"    郸城县"
,,,"    淮阳县"
,,,"    沈丘县"
,10,"驻马店地区","    驻马店市"
,,,"    确山县"
,,,"    泌阳县"
,,,"    遂平县"
,,,"    西平县"
,,,"    上蔡县"
,,,"    汝南县"
,,,"    平舆县"
,,,"    新蔡县"
,,,"    正阳县"
,1,"省直辖行政单位","    济源市"
"湖北省",13,"武汉市","      江岸区"
,,,"      江汉区"
,,,"      乔口区"
,,,"      汉阳区"
,,,"      武昌区"
,,,"      青山区"
,,,"      洪山区"
,,,"      东西湖区"
,,,"      汉南区"
,,,"      蔡甸区"
,,,"      江夏区"
,,,"      黄陂区"
,,,"      新洲区"
,6,"黄石市","      黄石港区"
,,,"      石灰窑区"
,,,"      下陆区"
,,,"      铁山区"
,,,"    阳新县"
,,,"    大冶市"
,8,"十堰市","      茅箭区"
,,,"      张湾区"
,,,"    郧  县"
,,,"    郧西县"
,,,"    竹山县"
,,,"    竹溪县"
,,,"    房  县"
,,,"    丹江口市"
,13,"宜昌市","      西陵区"
,,,"      伍家岗区"
,,,"      点军区"
,,,"      虎亭区"
,,,"    宜昌县"
,,,"    远安县"
,,,"    兴山县"
,,,"    秭归县"
,,,"    长阳土家族自治县"
,,,"    五峰土家族自治县"
,,,"    宜都市"
,,,"    当阳市"
,,,"    枝江市"
,9,"襄阳市","      襄城区"
,,,"      樊城区"
,,,"    襄阳县"
,,,"    南漳县"
,,,"    谷城县"
,,,"    保康县"
,,,"    老河口市"
,,,"    枣阳市"
,,,"    宜城市"
,3,"鄂州市","      梁子湖区"
,,,"      华容区"
,,,"      鄂城区"
,4,"荆门市","      东宝区"
,,,"      掇刀区"
,,,"    京山县"
,,,"    沙洋县"
,,,"    钟祥市"
,7,"孝感市","      孝南区"
,,,"    孝昌县"
,,,"    大悟县"
,,,"    云梦县"
,,,"    应城市"
,,,"    安陆市"
,,,"    汉川市"
,8,"荆州市","      沙市区"
,,,"      荆州区"
,,,"    公安县"
,,,"    监利县"
,,,"    江陵县"
,,,"    石首市"
,,,"    洪湖市"
,,,"    松滋市"
,10,"黄冈市","      黄州区"
,,,"    团风县"
,,,"    红安县"
,,,"    罗田县"
,,,"    英山县"
,,,"    浠水县"
,,,"    蕲春县"
,,,"    黄梅县"
,,,"    麻城市"
,,,"    武穴市"
,6,"咸宁市","       咸安区"
,,,"    嘉鱼县"
,,,"    通城县"
,,,"    崇阳县"
,,,"    通山县"
,,,"    赤壁市"
,3,"随州市","曾都区"
,,,"广水市"
,,,"随县"
,8,"恩施土家族苗族自治州","    恩施市"
,,,"    利川市"
,,,"    建始县"
,,,"    巴东县"
,,,"    宣恩县"
,,,"    咸丰县"
,,,"    来凤县"
,,,"    鹤峰县"
,4,"省直辖行政单位","    仙桃市"
,,,"    潜江市"
,,,"    天门市"
,,,"    神农架林区"
"湖南省",9,"长沙市","      芙蓉区"
,,,"      天心区"
,,,"      岳麓区"
,,,"      开福区"
,,,"      雨花区"
,,,"    长沙县"
,,,"    望城县"
,,,"    宁乡县"
,,,"    浏阳市"
,9,"株洲市","      荷塘区"
,,,"      芦淞区"
,,,"      石峰区"
,,,"      天元区"
,,,"    株洲县"
,,,"    攸  县"
,,,"    茶陵县"
,,,"    炎陵县"
,,,"    醴陵市"
,5,"湘潭市","      雨湖区"
,,,"      岳塘区"
,,,"    湘潭县"
,,,"    湘乡市"
,,,"    韶山市"
,12,"衡阳市","      江东区"
,,,"      城南区"
,,,"      城北区"
,,,"      郊   区"
,,,"      南岳区"
,,,"    衡阳县"
,,,"    衡南县"
,,,"    衡山县"
,,,"    衡东县"
,,,"    祁东县"
,,,"    耒阳市"
,,,"    常宁市"
,12,"邵阳市","      双清区"
,,,"      大祥区"
,,,"      北塔区"
,,,"    邵东县"
,,,"    新邵县"
,,,"    邵阳县"
,,,"    隆回县"
,,,"    洞口县"
,,,"    绥宁县"
,,,"    新宁县"
,,,"    城步苗族自治县"
,,,"    武冈市"
,9,"岳阳市","      岳阳楼区"
,,,"      云溪区"
,,,"      君山区"
,,,"    岳阳县"
,,,"    华容县"
,,,"    湘阴县"
,,,"    平江县"
,,,"    汨罗市"
,,,"    临湘市"
,9,"常德市","      武陵区"
,,,"      鼎城区"
,,,"    安乡县"
,,,"    汉寿县"
,,,"    澧  县"
,,,"    临澧县"
,,,"    桃源县"
,,,"    石门县"
,,,"    津市市"
,4,"张家界市","      永定区"
,,,"      武陵源区"
,,,"    慈利县"
,,,"    桑植县"
,6,"益阳市","      资阳区"
,,,"      赫山区"
,,,"    南  县"
,,,"    桃江县"
,,,"    安化县"
,,,"    沅江市"
,11,"郴州市","      北湖区"
,,,"      苏仙区"
,,,"    桂阳县"
,,,"    宜章县"
,,,"    永兴县"
,,,"    嘉禾县"
,,,"    临武县"
,,,"    汝城县"
,,,"    桂东县"
,,,"    安仁县"
,,,"    资兴市"
,11,"永州市","      芝山区"
,,,"      冷水滩区"
,,,"    祁阳县"
,,,"    东安县"
,,,"    双牌县"
,,,"    道  县"
,,,"    江永县"
,,,"    宁远县"
,,,"    蓝山县"
,,,"    新田县"
,,,"    江华瑶族自治县"
,12,"怀化市","      鹤城区"
,,,"    中方县"
,,,"    沅陵县"
,,,"    辰溪县"
,,,"    溆浦县"
,,,"    会同县"
,,,"    麻阳苗族自治县"
,,,"    新晃侗族自治县"
,,,"    芷江侗族自治县"
,,,"    靖州苗族侗族自治县"
,,,"    通道侗族自治县"
,,,"    洪江市"
,5,"娄底地区","    娄底市"
,,,"    冷水江市"
,,,"    涟源市"
,,,"    双峰县"
,,,"    新化县"
,8,"湘西土家族苗族自治州","    吉首市"
,,,"    泸溪县"
,,,"    凤凰县"
,,,"    花垣县"
,,,"    保靖县"
,,,"    古丈县"
,,,"    永顺县"
,,,"    龙山县"
"广东省",12,"广州市","      东山区"
,,,"      荔湾区"
,,,"      越秀区"
,,,"      海珠区"
,,,"      天河区"
,,,"      芳村区"
,,,"      白云区"
,,,"      黄埔区"
,,,"    番禺市"
,,,"    花都市"
,,,"    增城市"
,,,"    从化市"
,10,"韶关市","      武江区"
,,,"      浈江区"
,,,"      曲江区"
,,,"    始兴县"
,,,"    仁化县"
,,,"    翁源县"
,,,"    乳源瑶族自治县"
,,,"    新丰县"
,,,"    乐昌市"
,,,"    南雄市"
,6,"深圳市","      罗湖区"
,,,"      福田区"
,,,"      南山区"
,,,"      宝安区"
,,,"      龙岗区"
,,,"      盐田区"
,3,"珠海市","      香洲区"
,,,"      斗门区"
,,,"      金湾区"
,7,"汕头市","      濠江区"
,,,"      龙湖区"
,,,"      金平区"
,,,"      潮南区"
,,,"      澄海区"
,,,"      潮阳区"
,,,"    南澳县"
,5,"佛山市","      禅城区"
,,,"      顺德区"
,,,"      南海区"
,,,"      三水区"
,,,"      高明区"
,7,"江门市","      蓬江区"
,,,"      江海区"
,,,"    台山市"
,,,"    新会市"
,,,"    开平市"
,,,"    鹤山市"
,,,"    恩平市"
,9,"湛江市","      赤坎区"
,,,"      霞山区"
,,,"      坡头区"
,,,"      麻章区"
,,,"    遂溪县"
,,,"    徐闻县"
,,,"    廉江市"
,,,"    雷州市"
,,,"    吴川市"
,6,"茂名市","      茂南区"
,,,"      茂港区"
,,,"    电白县"
,,,"    高州市"
,,,"    化州市"
,,,"    信宜市"
,8,"肇庆市","      端州区"
,,,"      鼎湖区"
,,,"    广宁县"
,,,"    怀集县"
,,,"    封开县"
,,,"    德庆县"
,,,"    高要市"
,,,"    四会市"
,5,"惠州市","      惠城区"
,,,"    博罗县"
,,,"    惠东县"
,,,"    龙门县"
,,,"    惠阳市"
,8,"梅州市","      梅江区"
,,,"    梅  县"
,,,"    大埔县"
,,,"    丰顺县"
,,,"    五华县"
,,,"    平远县"
,,,"    蕉岭县"
,,,"    兴宁市"
,4,"汕尾市","      城  区"
,,,"    海丰县"
,,,"    陆河县"
,,,"    陆丰市"
,6,"河源市","      源城区"
,,,"    紫金县"
,,,"    龙川县"
,,,"    连平县"
,,,"    和平县"
,,,"    东源县"
,4,"阳江市","      江城区"
,,,"    阳西县"
,,,"    阳东县"
,,,"    阳春市"
,8,"清远市","      清城区"
,,,"    佛冈县"
,,,"    阳山县"
,,,"    连山壮族瑶族自治县"
,,,"    连南瑶族自治县"
,,,"    清新县"
,,,"    英德市"
,,,"    连州市"
,1,,"东莞市"
,1,,"中山市"
,3,"潮州市","      湘桥区"
,,,"    潮安县"
,,,"    饶平县"
,5,"揭阳市","      榕城区"
,,,"    揭东县"
,,,"    揭西县"
,,,"    惠来县"
,,,"    普宁市"
,5,"云浮市","      云城区"
,,,"    新兴县"
,,,"    郁南县"
,,,"    云安县"
,,,"    罗定市"
"广西",12,"南宁市","      兴宁区"
,,,"      青秀区"
,,,"      西乡塘区"
,,,"      江南区"
,,,"      良庆区"
,,,"      邕宁区"
,,,"    武鸣县"
,,,"    隆安县"
,,,"    马山县"
,,,"    上林县"
,,,"    宾阳县"
,,,"    横　县"
,10,"柳州市","      城中区"
,,,"      鱼峰区"
,,,"      柳南区"
,,,"      柳北区"
,,,"    柳江县"
,,,"　　柳城县"
,,,"　　鹿寨县"
,,,"    融安县"
,,,"    融水苗族自治县"
,,,"　　三江侗族自治县"
,17,"桂林市","      秀峰区"
,,,"      叠彩区"
,,,"      象山区"
,,,"      七星区"
,,,"      雁山区"
,,,"    阳朔县"
,,,"    临桂县"
,,,"    灵川县"
,,,"    全州县"
,,,"    兴安县"
,,,"    永福县"
,,,"    灌阳县"
,,,"    龙胜各县自治区"
,,,"    资源县"
,,,"    平乐县"
,,,"    荔蒲县"
,,,"    恭城瑶族自治县"
,7,"梧州市","      万秀区"
,,,"      蝶山区"
,,,"      市郊区"
,,,"    苍梧县"
,,,"    藤  县"
,,,"    蒙山县"
,,,"    岑溪市"
,4,"北海市","      海城区"
,,,"      银海区"
,,,"      铁山港区"
,,,"    合浦县"
,4,"防城港市","      港口区"
,,,"      防城区"
,,,"    上思县"
,,,"    东兴市"
,4,"钦州市","      钦南区"
,,,"      钦北区"
,,,"    浦北县"
,,,"    灵山县"
,5,"贵港市","      港北区"
,,,"      港南区"
,,,"　　  覃塘区"
,,,"    平南县"
,,,"    桂平市"
,6,"玉林市","      玉州区"
,,,"    容  县"
,,,"    陆川县"
,,,"    博白县"
,,,"    兴业县"
,,,"    北流市"
,7,"崇左市","    江州区"
,,,"    凭祥市"
,,,"    扶绥县"
,,,"    宁明县"
,,,"    龙州县"
,,,"    大新县"
,,,"    天等县"
,6,"来宾市","      兴宾区"
,,,"    合山市"
,,,"    忻城县"
,,,"    象州县"
,,,"    武宣县"
,,,"    金秀瑶族自治县"
,4,"贺州市","      八步区"
,,,"    昭平县"
,,,"    钟山县"
,,,"    富川瑶族自治县"
,12,"百色市","    右江区"
,,,"    田阳县"
,,,"    田东县"
,,,"    平果县"
,,,"    德保县"
,,,"    靖西县"
,,,"    那坡县"
,,,"    凌云县"
,,,"    乐业县"
,,,"    田林县"
,,,"    隆林各族自治县"
,,,"    西林县"
,11,"河池市","      金城江区"
,,,"    宜州市"
,,,"    罗城仫佬族自治县"
,,,"    环江毛南族自治县"
,,,"    南丹县"
,,,"    天峨县"
,,,"    凤山县"
,,,"    东兰县"
,,,"    巴马瑶族自治县"
,,,"    都安瑶族自治县"
,,,"    大化瑶族自治县"
"海南省",17,"省直辖行政单位","    琼海市"
,,,"    儋州市"
,,,"    五指山市"
,,,"    文昌市"
,,,"    万宁市"
,,,"    东方市"
,,,"    定安县"
,,,"    屯昌县"
,,,"    澄迈县"
,,,"    临高县"
,,,"    白沙黎族自治县"
,,,"    昌江黎族自治县"
,,,"    乐东黎族自治县"
,,,"    陵水黎族自治县"
,,,"    保亭黎族苗族自治县"
,,,"    琼中黎族苗族自治县"
,,,"    西南中沙群岛办事处"
,4,"海口市","      龙华区"
,,,"      秀英区"
,,,"      琼山区"
,,,"      美兰区"
,1,"三亚市","市辖区"
"重庆市",40,"重庆市","    万州区"
,,,"    涪陵区"
,,,"    渝中区"
,,,"    大渡口区"
,,,"    江北区"
,,,"    沙坪坝区"
,,,"    九龙坡区"
,,,"    南岸区"
,,,"    北碚区"
,,,"    渝北区"
,,,"    巴南区"
,,,"    长寿区"
,,,"    綦江区"
,,,"    潼南县"
,,,"    铜梁县"
,,,"    大足县"
,,,"    荣昌县"
,,,"    璧山县"
,,,"    梁平县"
,,,"    城口县"
,,,"    丰都县"
,,,"    垫江县"
,,,"    武隆县"
,,,"    忠  县"
,,,"    开  县"
,,,"    云阳县"
,,,"    奉节县"
,,,"    巫山县"
,,,"    巫溪县"
,,,"    黔江区"
,,,"    石柱土家族自治县"
,,,"    秀山土家族苗族自治县"
,,,"    酉阳土家族苗族自治县"
,,,"    彭水苗族土家族自治县"
,,,"    江津市"
,,,"    合川市"
,,,"    永川市"
,,,"    南川市"
"四川省",19,"成都市","      锦江区"
,,,"      青羊区"
,,,"      金牛区"
,,,"      武侯区"
,,,"      成华区"
,,,"      龙泉驿区"
,,,"      青白江区"
,,,"    金堂县"
,,,"    双流县"
,,,"    温江县"
,,,"    郫  县"
,,,"    新都县"
,,,"    大邑县"
,,,"    蒲江县"
,,,"    新津县"
,,,"    都江堰市"
,,,"    彭州市"
,,,"    邛崃市"
,,,"    崇州市"
,6,"自贡市","      自流井区"
,,,"      贡井区"
,,,"      大安区"
,,,"      沿滩区"
,,,"    荣  县"
,,,"    富顺县"
,5,"攀枝花市","      东  区"
,,,"      西  区"
,,,"      仁和区"
,,,"    米易县"
,,,"    盐边县"
,7,"泸州市","      江阳区"
,,,"      纳溪区"
,,,"      龙马潭区"
,,,"    泸  县"
,,,"    合江县"
,,,"    叙永县"
,,,"    古蔺县"
,6,"德阳市","      旌阳区"
,,,"    中江县"
,,,"    罗江县"
,,,"    广汉市"
,,,"    什邡市"
,,,"    绵竹市"
,9,"绵阳市","      涪城区"
,,,"      游仙区"
,,,"    三台县"
,,,"    盐亭县"
,,,"    安  县"
,,,"    梓潼县"
,,,"    北川县"
,,,"    平武县"
,,,"    江油市"
,7,"广元市","      利州区"
,,,"      元坝区"
,,,"      朝天区"
,,,"    旺苍县"
,,,"    青川县"
,,,"    剑阁县"
,,,"    苍溪县"
,5,"遂宁市","      船山区"
,,,"　　　安居区"
,,,"    蓬溪县"
,,,"    射洪县"
,,,"    大英县"
,5,"内江市","      市中区"
,,,"      东兴区"
,,,"    威远县"
,,,"    资中县"
,,,"    隆昌县"
,11,"乐山市","      市中区"
,,,"      沙湾区"
,,,"      五通桥区"
,,,"      金口河区"
,,,"    犍为县"
,,,"    井研县"
,,,"    夹江县"
,,,"    沐川县"
,,,"    峨边彝族自治县"
,,,"    马边彝族自治县"
,,,"    峨眉山市"
,9,"南充市","      顺庆区"
,,,"      高坪区"
,,,"      嘉陵区"
,,,"    南部县"
,,,"    营山县"
,,,"    蓬安县"
,,,"    仪陇县"
,,,"    西充县"
,,,"    阆中市"
,10,"宜宾市","      翠屏区"
,,,"    宜宾县"
,,,"    南溪县"
,,,"    江安县"
,,,"    长宁县"
,,,"    高  县"
,,,"    珙  县"
,,,"    筠连县"
,,,"    兴文县"
,,,"    屏山县"
,5,"广安市","        广安区"
,,,"     岳池县"
,,,"     武胜县"
,,,"     邻水县"
,,,"     华莹市"
,7,"达州市","    达川市"
,,,"    万源市"
,,,"    达  县"
,,,"    宣汉县"
,,,"    开江县"
,,,"    大竹县"
,,,"    渠  县"
,8,"雅安市","    雅安市"
,,,"    名山县"
,,,"    荥经县"
,,,"    汉源县"
,,,"    石棉县"
,,,"    天全县"
,,,"    芦山县"
,,,"    宝兴县"
,13,"阿坝藏族羌族自治州","    汶川县"
,,,"    理  县"
,,,"    茂  县"
,,,"    松潘县"
,,,"    九寨沟县"
,,,"    金川县"
,,,"    小金县"
,,,"    黑水县"
,,,"    马尔康县"
,,,"    壤塘县"
,,,"    阿坝县"
,,,"    若尔盖县"
,,,"    红原县"
,18,"甘孜藏族自治州","    康定县"
,,,"    泸定县"
,,,"    丹巴县"
,,,"    九龙县"
,,,"    雅江县"
,,,"    道孚县"
,,,"    炉霍县"
,,,"    甘孜县"
,,,"    新龙县"
,,,"    德格县"
,,,"    白玉县"
,,,"    石渠县"
,,,"    色达县"
,,,"    理塘县"
,,,"    巴塘县"
,,,"    乡城县"
,,,"    稻城县"
,,,"    得荣县"
,17,"凉山彝族自治州","    西昌市"
,,,"    木里藏族自治县"
,,,"    盐源县"
,,,"    德昌县"
,,,"    会理县"
,,,"    会东县"
,,,"    宁南县"
,,,"    普格县"
,,,"    布拖县"
,,,"    金阳县"
,,,"    昭觉县"
,,,"    喜德县"
,,,"    冕宁县"
,,,"    越西县"
,,,"    甘洛县"
,,,"    美姑县"
,,,"    雷波县"
,4,"巴中市","    巴中市"
,,,"    通江县"
,,,"    南江县"
,,,"    平昌县"
,6,"眉山市","    眉山县"
,,,"    仁寿县"
,,,"    彭山县"
,,,"    洪雅县"
,,,"    丹棱县"
,,,"    青神县"
,4,"资阳市","    资阳市"
,,,"    简阳市"
,,,"    安岳县"
,,,"    乐至县"
"贵州省",9,"贵阳市","      南明区"
,,,"      云岩区"
,,,"      花溪区"
,,,"      乌当区"
,,,"      白云区"
,,,"      小河区"
,,,"    开阳县"
,,,"    息烽县"
,,,"    修文县"
,,,"    清镇市"
,4,"六盘水市","      钟山区"
,,,"      盘县特区"
,,,"      六枝特区"
,,,"    水城县"
,14,"遵义市","      红花岗区"
,,,"      汇川区"
,,,"    遵义县"
,,,"    桐梓县"
,,,"    绥阳县"
,,,"    正安县"
,,,"    道真仡佬族苗族自治县"
,,,"    务川仡佬族苗族自治县"
,,,"    凤冈县"
,,,"    湄潭县"
,,,"    余庆县"
,,,"    习水县"
,,,"    赤水市"
,,,"    仁怀市"
,10,"铜仁地区","    铜仁市"
,,,"    江口县"
,,,"    玉屏侗族自治县"
,,,"    石阡县"
,,,"    思南县"
,,,"    印江土家族苗族自治县"
,,,"    德江县"
,,,"    沿河土家族自治县"
,,,"    松桃苗族自治县"
,,,"    万山特区"
,8,"黔西南布依族苗族自治州","    兴义市"
,,,"    兴仁县"
,,,"    普安县"
,,,"    晴隆县"
,,,"    贞丰县"
,,,"    望谟县"
,,,"    册亨县"
,,,"    安龙县"
,8,"毕节地区","    毕节市"
,,,"    大方县"
,,,"    黔西县"
,,,"    金沙县"
,,,"    织金县"
,,,"    纳雍县"
,,,"    威宁彝族回族苗族自治县"
,,,"    赫章县"
,6,"安顺地区","    安顺市"
,,,"    平坝县"
,,,"    普定县"
,,,"    关岭布依族苗族自治县"
,,,"    镇宁布依族苗族自治县"
,,,"    紫云苗族布依族自治县"
,16,"黔东南苗族侗族自治州","    凯里市"
,,,"    黄平县"
,,,"    施秉县"
,,,"    三穗县"
,,,"    镇远县"
,,,"    岑巩县"
,,,"    天柱县"
,,,"    锦屏县"
,,,"    剑河县"
,,,"    台江县"
,,,"    黎平县"
,,,"    榕江县"
,,,"    从江县"
,,,"    雷山县"
,,,"    麻江县"
,,,"    丹寨县"
,12,"黔南布依族苗族自治州","    都匀市"
,,,"    福泉市"
,,,"    荔波县"
,,,"    贵定县"
,,,"    瓮安县"
,,,"    独山县"
,,,"    平塘县"
,,,"    罗甸县"
,,,"    长顺县"
,,,"    龙里县"
,,,"    惠水县"
,,,"    三都水族自治县"
"云南省",14,"昆明市","      五华区"
,,,"      盘龙区"
,,,"      官渡区"
,,,"      西山区"
,,,"      东川区"
,,,"    呈贡县"
,,,"    晋宁县"
,,,"    富民县"
,,,"    宜良县"
,,,"    石林彝族自治县"
,,,"    嵩明县"
,,,"    禄劝彝族苗族自治县"
,,,"    寻甸回族彝族自治县"
,,,"    安宁市"
,9,"曲靖市","      麒麟区"
,,,"    马龙县"
,,,"    陆良县"
,,,"    师宗县"
,,,"    罗平县"
,,,"    富源县"
,,,"    会泽县"
,,,"    沾益县"
,,,"    宣威市"
,9,"玉溪市","      红塔区"
,,,"    江川县"
,,,"    澄江县"
,,,"    通海县"
,,,"    华宁县"
,,,"    易门县"
,,,"    峨山彝族自治县"
,,,"    新平彝族傣族自治县"
,,,"    元江哈尼族彝族傣族自治县"
,11,"昭通地区","    昭通市"
,,,"    鲁甸县"
,,,"    巧家县"
,,,"    盐津县"
,,,"    大关县"
,,,"    永善县"
,,,"    绥江县"
,,,"    镇雄县"
,,,"    彝良县"
,,,"    威信县"
,,,"    水富县"
,10,"楚雄彝族自治州","    楚雄市"
,,,"    双柏县"
,,,"    牟定县"
,,,"    南华县"
,,,"    姚安县"
,,,"    大姚县"
